pincode_id,warehouse_id,ST-114,X-UNEX,CS-CSL,DLYLH-105,S-TAT2,S-MAR,EOD-38,FMOFP-101,CS-101,CS-104,DLYSHRTBAG-115,EOD-6O,EOD-11,DLYLH-126,DLYLH-133,DLYLH-136,DLYMR-118,DLYRG-125,X-OLL2F,DTUP-205,EOD-105,EOD-137,EOD-86,DLYLH-106,X-DBFR,DLYLH-115,EOD-3,DLYLH-152,DTUP-219,DLYB2B-108,FMEOD-152,RT-108,ST-108,ST-107,ST-115,DLYDC-107,EOD-138,EOD-6,EOD-111,DLYDC-101,DOFF-128,EOD-74,X-PNP,DTUP-210,RT-113,DLYSOR-101,RT-101,ST-117,DTUP-204,DLYRG-135,ST-110,DLYHD-007,DLYLH-104,DLYSU-100,ST-116,DLYLH-151,ST-NTL,ST-102,DTUP-207,EOD-36,DLYRG-130,X-SC,EOD-37,EOD-104,ST-NT,DTUP-235,ST-105,CL-106,DLYDG-120,DTUP-213,EOD-69,DLYDG-119,EOD-600,S-XIN,FMEOD-103,DLYDC-109,DLYDC-102,EOD-43,DLYLH-146,DLYRG-132,DTUP-ZL,U-FD,L-FD,DLYDC-105,DTUP-209,DTUP-203,X-PROM,DLYRG-120,DLYRPC-417,EOD-15,EOD-40,DLYB2B-101,S-MDIN,DLYLH-101,X-AWD,FMEOD-106,U-PMA,L-PMA,EOD-83,X-RWD,U-EOD,S-MNAR
28,100000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
